,name,coast_length,border_length,sea_level,number_of_borders,avg_temp,location_coast_length,location_border_length,location_sea_level,location_number_of_borders,location_avg_temp,label
45788,Norway,83281.0,2551.0,460.0,3,1.5,83281.0,2551.0,460.0,3,1.5,1
45790,Norway,83281.0,2551.0,460.0,3,1.5,25760.0,1.0,330.0,0,21.65,0
45792,Norway,83281.0,2551.0,460.0,3,1.5,354.0,1808.0,470.0,5,10.55,0
45793,Norway,83281.0,2551.0,460.0,3,1.5,25760.0,1.0,330.0,0,21.65,0
45795,Norway,83281.0,2551.0,460.0,3,1.5,25760.0,1.0,330.0,0,21.65,0
45797,Norway,83281.0,2551.0,460.0,3,1.5,354.0,1808.0,470.0,5,10.55,0
45798,Norway,83281.0,2551.0,460.0,3,1.5,25760.0,1.0,330.0,0,21.65,0
45801,Norway,83281.0,2551.0,460.0,3,1.5,83281.0,2551.0,460.0,3,1.5,0
45802,Norway,83281.0,2551.0,460.0,3,1.5,4989.0,9665.0,595.0,5,14.8,0
45806,Norway,83281.0,2551.0,460.0,3,1.5,25760.0,1.0,330.0,0,21.65,0
45808,Norway,83281.0,2551.0,460.0,3,1.5,354.0,1808.0,470.0,5,10.55,0
45809,Norway,83281.0,2551.0,460.0,3,1.5,25760.0,1.0,330.0,0,21.65,0
45811,Norway,83281.0,2551.0,460.0,3,1.5,25760.0,1.0,330.0,0,21.65,0
45813,Norway,83281.0,2551.0,460.0,3,1.5,354.0,1808.0,470.0,5,10.55,0
45814,Norway,83281.0,2551.0,460.0,3,1.5,25760.0,1.0,330.0,0,21.65,0
45816,Norway,83281.0,2551.0,460.0,3,1.5,25760.0,1.0,330.0,0,21.65,0
45818,Norway,83281.0,2551.0,460.0,3,1.5,354.0,1808.0,470.0,5,10.55,0
45819,Norway,83281.0,2551.0,460.0,3,1.5,25760.0,1.0,330.0,0,21.65,0
45822,Norway,83281.0,2551.0,460.0,3,1.5,83281.0,2551.0,460.0,3,1.5,0
45823,Norway,83281.0,2551.0,460.0,3,1.5,4989.0,9665.0,595.0,5,14.8,0
45827,Norway,83281.0,2551.0,460.0,3,1.5,25760.0,1.0,330.0,0,21.65,0
45829,Norway,83281.0,2551.0,460.0,3,1.5,354.0,1808.0,470.0,5,10.55,0
45830,Norway,83281.0,2551.0,460.0,3,1.5,25760.0,1.0,330.0,0,21.65,0
45833,Norway,83281.0,2551.0,460.0,3,1.5,83281.0,2551.0,460.0,3,1.5,0
45834,Norway,83281.0,2551.0,460.0,3,1.5,4989.0,9665.0,595.0,5,14.8,0
45841,Oman,2092.0,1374.0,310.0,3,25.6,2092.0,1374.0,310.0,3,25.6,1
45844,Oman,2092.0,1374.0,310.0,3,25.6,2092.0,1374.0,310.0,3,25.6,1
45845,Oman,2092.0,1374.0,310.0,3,25.6,58.0,3650.0,312.0,6,21.4,1
45846,Oman,2092.0,1374.0,310.0,3,25.6,499.0,462.0,108.0,2,25.35,1
45847,Oman,2092.0,1374.0,310.0,3,25.6,2640.0,4431.0,665.0,7,24.65,1
45848,Oman,2092.0,1374.0,310.0,3,25.6,273.0,1017.0,508.0,5,19.2,1
45850,Oman,2092.0,1374.0,310.0,3,25.6,58.0,3650.0,312.0,6,21.4,1
45851,Oman,2092.0,1374.0,310.0,3,25.6,499.0,462.0,108.0,2,25.35,1
45852,Oman,2092.0,1374.0,310.0,3,25.6,2640.0,4431.0,665.0,7,24.65,1
45853,Oman,2092.0,1374.0,310.0,3,25.6,273.0,1017.0,508.0,5,19.2,1
45859,Oman,2092.0,1374.0,310.0,3,25.6,2092.0,1374.0,310.0,3,25.6,1
45862,Oman,2092.0,1374.0,310.0,3,25.6,2092.0,1374.0,310.0,3,25.6,1
45863,Oman,2092.0,1374.0,310.0,3,25.6,58.0,3650.0,312.0,6,21.4,1
45864,Oman,2092.0,1374.0,310.0,3,25.6,499.0,462.0,108.0,2,25.35,1
45865,Oman,2092.0,1374.0,310.0,3,25.6,2640.0,4431.0,665.0,7,24.65,1
45866,Oman,2092.0,1374.0,310.0,3,25.6,273.0,1017.0,508.0,5,19.2,1
45868,Oman,2092.0,1374.0,310.0,3,25.6,58.0,3650.0,312.0,6,21.4,1
45869,Oman,2092.0,1374.0,310.0,3,25.6,499.0,462.0,108.0,2,25.35,1
45870,Oman,2092.0,1374.0,310.0,3,25.6,2640.0,4431.0,665.0,7,24.65,1
45871,Oman,2092.0,1374.0,310.0,3,25.6,273.0,1017.0,508.0,5,19.2,1
45877,Oman,2092.0,1374.0,310.0,3,25.6,2092.0,1374.0,310.0,3,25.6,1
45880,Oman,2092.0,1374.0,310.0,3,25.6,2092.0,1374.0,310.0,3,25.6,1
45881,Oman,2092.0,1374.0,310.0,3,25.6,58.0,3650.0,312.0,6,21.4,1
45882,Oman,2092.0,1374.0,310.0,3,25.6,499.0,462.0,108.0,2,25.35,1
45883,Oman,2092.0,1374.0,310.0,3,25.6,2640.0,4431.0,665.0,7,24.65,1
45884,Oman,2092.0,1374.0,310.0,3,25.6,273.0,1017.0,508.0,5,19.2,1
45886,Oman,2092.0,1374.0,310.0,3,25.6,58.0,3650.0,312.0,6,21.4,1
45887,Oman,2092.0,1374.0,310.0,3,25.6,499.0,462.0,108.0,2,25.35,1
45888,Oman,2092.0,1374.0,310.0,3,25.6,2640.0,4431.0,665.0,7,24.65,1
45889,Oman,2092.0,1374.0,310.0,3,25.6,273.0,1017.0,508.0,5,19.2,1
45893,Oman,2092.0,1374.0,310.0,3,25.6,910.0,1231.0,298.0,2,24.9,0
45996,Oman,2092.0,1374.0,310.0,3,25.6,910.0,1231.0,298.0,2,24.9,0
46099,Oman,2092.0,1374.0,310.0,3,25.6,910.0,1231.0,298.0,2,24.9,0
46203,Pakistan,1046.0,6774.0,900.0,4,20.2,37653.0,20017.0,600.0,17,-5.1,1
46205,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,2027.0,433.0,3,22.35,1
46206,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46214,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46215,Pakistan,1046.0,6774.0,900.0,4,20.2,193.0,2253.0,514.0,5,17.75,1
46216,Pakistan,1046.0,6774.0,900.0,4,20.2,1770.0,4348.0,423.0,6,21.8,1
46217,Pakistan,1046.0,6774.0,900.0,4,20.2,853.0,4047.0,380.0,4,26.8,1
46218,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46220,Pakistan,1046.0,6774.0,900.0,4,20.2,2798.0,4862.0,1034.0,6,17.75,1
46221,Pakistan,1046.0,6774.0,900.0,4,20.2,3542.0,1.0,442.0,0,24.85,1
46222,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46223,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46224,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46225,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46226,Pakistan,1046.0,6774.0,900.0,4,20.2,37653.0,20017.0,600.0,17,-5.1,1
46227,Pakistan,1046.0,6774.0,900.0,4,20.2,2798.0,4862.0,1034.0,6,17.75,1
46233,Pakistan,1046.0,6774.0,900.0,4,20.2,37653.0,20017.0,600.0,17,-5.1,1
46235,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,2027.0,433.0,3,22.35,1
46236,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46244,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46245,Pakistan,1046.0,6774.0,900.0,4,20.2,193.0,2253.0,514.0,5,17.75,1
46246,Pakistan,1046.0,6774.0,900.0,4,20.2,1770.0,4348.0,423.0,6,21.8,1
46247,Pakistan,1046.0,6774.0,900.0,4,20.2,853.0,4047.0,380.0,4,26.8,1
46248,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46250,Pakistan,1046.0,6774.0,900.0,4,20.2,2798.0,4862.0,1034.0,6,17.75,1
46251,Pakistan,1046.0,6774.0,900.0,4,20.2,3542.0,1.0,442.0,0,24.85,1
46252,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46253,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46254,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46255,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46256,Pakistan,1046.0,6774.0,900.0,4,20.2,37653.0,20017.0,600.0,17,-5.1,1
46257,Pakistan,1046.0,6774.0,900.0,4,20.2,2798.0,4862.0,1034.0,6,17.75,1
46260,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46263,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46264,Pakistan,1046.0,6774.0,900.0,4,20.2,14500.0,22147.0,1840.0,13,6.95,1
46266,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46267,Pakistan,1046.0,6774.0,900.0,4,20.2,2440.0,5440.0,1305.0,7,17.25,1
46268,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46270,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46271,Pakistan,1046.0,6774.0,900.0,4,20.2,499.0,462.0,108.0,2,25.35,1
46272,Pakistan,1046.0,6774.0,900.0,4,20.2,2640.0,4431.0,665.0,7,24.65,1
46273,Pakistan,1046.0,6774.0,900.0,4,20.2,273.0,1017.0,508.0,5,19.2,1
46275,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46276,Pakistan,1046.0,6774.0,900.0,4,20.2,499.0,462.0,108.0,2,25.35,1
46277,Pakistan,1046.0,6774.0,900.0,4,20.2,2640.0,4431.0,665.0,7,24.65,1
46278,Pakistan,1046.0,6774.0,900.0,4,20.2,273.0,1017.0,508.0,5,19.2,1
46284,Pakistan,1046.0,6774.0,900.0,4,20.2,37653.0,20017.0,600.0,17,-5.1,1
46286,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,2027.0,433.0,3,22.35,1
46287,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46295,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46296,Pakistan,1046.0,6774.0,900.0,4,20.2,193.0,2253.0,514.0,5,17.75,1
46297,Pakistan,1046.0,6774.0,900.0,4,20.2,1770.0,4348.0,423.0,6,21.8,1
46298,Pakistan,1046.0,6774.0,900.0,4,20.2,853.0,4047.0,380.0,4,26.8,1
46299,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46301,Pakistan,1046.0,6774.0,900.0,4,20.2,2798.0,4862.0,1034.0,6,17.75,1
46302,Pakistan,1046.0,6774.0,900.0,4,20.2,3542.0,1.0,442.0,0,24.85,1
46303,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46304,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46305,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46306,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46307,Pakistan,1046.0,6774.0,900.0,4,20.2,37653.0,20017.0,600.0,17,-5.1,1
46308,Pakistan,1046.0,6774.0,900.0,4,20.2,2798.0,4862.0,1034.0,6,17.75,1
46314,Pakistan,1046.0,6774.0,900.0,4,20.2,37653.0,20017.0,600.0,17,-5.1,1
46316,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,2027.0,433.0,3,22.35,1
46317,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46325,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46326,Pakistan,1046.0,6774.0,900.0,4,20.2,193.0,2253.0,514.0,5,17.75,1
46327,Pakistan,1046.0,6774.0,900.0,4,20.2,1770.0,4348.0,423.0,6,21.8,1
46328,Pakistan,1046.0,6774.0,900.0,4,20.2,853.0,4047.0,380.0,4,26.8,1
46329,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46331,Pakistan,1046.0,6774.0,900.0,4,20.2,2798.0,4862.0,1034.0,6,17.75,1
46332,Pakistan,1046.0,6774.0,900.0,4,20.2,3542.0,1.0,442.0,0,24.85,1
46333,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46334,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46335,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46336,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46337,Pakistan,1046.0,6774.0,900.0,4,20.2,37653.0,20017.0,600.0,17,-5.1,1
46338,Pakistan,1046.0,6774.0,900.0,4,20.2,2798.0,4862.0,1034.0,6,17.75,1
46344,Pakistan,1046.0,6774.0,900.0,4,20.2,37653.0,20017.0,600.0,17,-5.1,1
46346,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,2027.0,433.0,3,22.35,1
46347,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46355,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46356,Pakistan,1046.0,6774.0,900.0,4,20.2,193.0,2253.0,514.0,5,17.75,1
46357,Pakistan,1046.0,6774.0,900.0,4,20.2,1770.0,4348.0,423.0,6,21.8,1
46358,Pakistan,1046.0,6774.0,900.0,4,20.2,853.0,4047.0,380.0,4,26.8,1
46359,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46361,Pakistan,1046.0,6774.0,900.0,4,20.2,2798.0,4862.0,1034.0,6,17.75,1
46362,Pakistan,1046.0,6774.0,900.0,4,20.2,3542.0,1.0,442.0,0,24.85,1
46363,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46364,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46365,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46366,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46367,Pakistan,1046.0,6774.0,900.0,4,20.2,37653.0,20017.0,600.0,17,-5.1,1
46368,Pakistan,1046.0,6774.0,900.0,4,20.2,2798.0,4862.0,1034.0,6,17.75,1
46371,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46374,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46375,Pakistan,1046.0,6774.0,900.0,4,20.2,14500.0,22147.0,1840.0,13,6.95,1
46377,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46378,Pakistan,1046.0,6774.0,900.0,4,20.2,2440.0,5440.0,1305.0,7,17.25,1
46379,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46381,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46382,Pakistan,1046.0,6774.0,900.0,4,20.2,499.0,462.0,108.0,2,25.35,1
46383,Pakistan,1046.0,6774.0,900.0,4,20.2,2640.0,4431.0,665.0,7,24.65,1
46384,Pakistan,1046.0,6774.0,900.0,4,20.2,273.0,1017.0,508.0,5,19.2,1
46386,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46387,Pakistan,1046.0,6774.0,900.0,4,20.2,499.0,462.0,108.0,2,25.35,1
46388,Pakistan,1046.0,6774.0,900.0,4,20.2,2640.0,4431.0,665.0,7,24.65,1
46389,Pakistan,1046.0,6774.0,900.0,4,20.2,273.0,1017.0,508.0,5,19.2,1
46395,Pakistan,1046.0,6774.0,900.0,4,20.2,37653.0,20017.0,600.0,17,-5.1,1
46397,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,2027.0,433.0,3,22.35,1
46398,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46406,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46407,Pakistan,1046.0,6774.0,900.0,4,20.2,193.0,2253.0,514.0,5,17.75,1
46408,Pakistan,1046.0,6774.0,900.0,4,20.2,1770.0,4348.0,423.0,6,21.8,1
46409,Pakistan,1046.0,6774.0,900.0,4,20.2,853.0,4047.0,380.0,4,26.8,1
46410,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46412,Pakistan,1046.0,6774.0,900.0,4,20.2,2798.0,4862.0,1034.0,6,17.75,1
46413,Pakistan,1046.0,6774.0,900.0,4,20.2,3542.0,1.0,442.0,0,24.85,1
46414,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46415,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46416,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46417,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46418,Pakistan,1046.0,6774.0,900.0,4,20.2,37653.0,20017.0,600.0,17,-5.1,1
46419,Pakistan,1046.0,6774.0,900.0,4,20.2,2798.0,4862.0,1034.0,6,17.75,1
46422,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46425,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,1
46426,Pakistan,1046.0,6774.0,900.0,4,20.2,14500.0,22147.0,1840.0,13,6.95,1
46428,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,1
46429,Pakistan,1046.0,6774.0,900.0,4,20.2,2440.0,5440.0,1305.0,7,17.25,1
46430,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46432,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46433,Pakistan,1046.0,6774.0,900.0,4,20.2,499.0,462.0,108.0,2,25.35,1
46434,Pakistan,1046.0,6774.0,900.0,4,20.2,2640.0,4431.0,665.0,7,24.65,1
46435,Pakistan,1046.0,6774.0,900.0,4,20.2,273.0,1017.0,508.0,5,19.2,1
46437,Pakistan,1046.0,6774.0,900.0,4,20.2,58.0,3650.0,312.0,6,21.4,1
46438,Pakistan,1046.0,6774.0,900.0,4,20.2,499.0,462.0,108.0,2,25.35,1
46439,Pakistan,1046.0,6774.0,900.0,4,20.2,2640.0,4431.0,665.0,7,24.65,1
46440,Pakistan,1046.0,6774.0,900.0,4,20.2,273.0,1017.0,508.0,5,19.2,1
46443,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46447,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46448,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46452,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46453,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46466,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,0
46468,Pakistan,1046.0,6774.0,900.0,4,20.2,580.0,4246.0,442.0,2,25.0,0
46489,Pakistan,1046.0,6774.0,900.0,4,20.2,498.0,1150.0,87.0,4,5.6,0
46498,Pakistan,1046.0,6774.0,900.0,4,20.2,440.0,2788.0,173.0,7,7.85,0
46512,Pakistan,1046.0,6774.0,900.0,4,20.2,7000.0,14209.0,621.0,7,23.65,0
46513,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5083.0,710.0,5,22.8,0
46515,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,0
46518,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,0
46529,Pakistan,1046.0,6774.0,900.0,4,20.2,580.0,4246.0,442.0,2,25.0,0
46531,Pakistan,1046.0,6774.0,900.0,4,20.2,580.0,4246.0,442.0,2,25.0,0
46538,Pakistan,1046.0,6774.0,900.0,4,20.2,7000.0,14209.0,621.0,7,23.65,0
46539,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46543,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46544,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46548,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46549,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46553,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46554,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46567,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,0
46569,Pakistan,1046.0,6774.0,900.0,4,20.2,580.0,4246.0,442.0,2,25.0,0
46590,Pakistan,1046.0,6774.0,900.0,4,20.2,498.0,1150.0,87.0,4,5.6,0
46599,Pakistan,1046.0,6774.0,900.0,4,20.2,440.0,2788.0,173.0,7,7.85,0
46613,Pakistan,1046.0,6774.0,900.0,4,20.2,7000.0,14209.0,621.0,7,23.65,0
46614,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5083.0,710.0,5,22.8,0
46616,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,0
46619,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,0
46630,Pakistan,1046.0,6774.0,900.0,4,20.2,580.0,4246.0,442.0,2,25.0,0
46632,Pakistan,1046.0,6774.0,900.0,4,20.2,580.0,4246.0,442.0,2,25.0,0
46639,Pakistan,1046.0,6774.0,900.0,4,20.2,7000.0,14209.0,621.0,7,23.65,0
46640,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46644,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46645,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5529.0,1885.0,6,12.6,0
46658,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,0
46660,Pakistan,1046.0,6774.0,900.0,4,20.2,580.0,4246.0,442.0,2,25.0,0
46681,Pakistan,1046.0,6774.0,900.0,4,20.2,498.0,1150.0,87.0,4,5.6,0
46690,Pakistan,1046.0,6774.0,900.0,4,20.2,440.0,2788.0,173.0,7,7.85,0
46704,Pakistan,1046.0,6774.0,900.0,4,20.2,7000.0,14209.0,621.0,7,23.65,0
46705,Pakistan,1046.0,6774.0,900.0,4,20.2,0.0,5083.0,710.0,5,22.8,0
46707,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,0
46710,Pakistan,1046.0,6774.0,900.0,4,20.2,1046.0,6774.0,900.0,4,20.2,0
46721,Pakistan,1046.0,6774.0,900.0,4,20.2,580.0,4246.0,442.0,2,25.0,0
46723,Pakistan,1046.0,6774.0,900.0,4,20.2,580.0,4246.0,442.0,2,25.0,0
46730,Pakistan,1046.0,6774.0,900.0,4,20.2,7000.0,14209.0,621.0,7,23.65,0
46731,Palestine,0.0,466.0,442.0,3,22.35,0.0,466.0,442.0,3,22.35,1
46732,Palestine,0.0,466.0,442.0,3,22.35,0.0,466.0,442.0,3,22.35,1
46733,Palestine,0.0,466.0,442.0,3,22.35,0.0,466.0,442.0,3,22.35,1
46734,Palestine,0.0,466.0,442.0,3,22.35,0.0,466.0,442.0,3,22.35,1
46735,Palestine,0.0,466.0,442.0,3,22.35,0.0,466.0,442.0,3,22.35,1
46736,Palestine,0.0,466.0,442.0,3,22.35,0.0,466.0,442.0,3,22.35,1
46737,Palestine,0.0,466.0,442.0,3,22.35,498.0,1150.0,87.0,4,5.6,0
46741,Palestine,0.0,466.0,442.0,3,22.35,498.0,1150.0,87.0,4,5.6,0
46747,Palestine,0.0,466.0,442.0,3,22.35,25760.0,1.0,330.0,0,21.65,0
46748,Palestine,0.0,466.0,442.0,3,22.35,7600.0,1932.0,538.0,6,13.45,0
46750,Palestine,0.0,466.0,442.0,3,22.35,0.0,466.0,442.0,3,22.35,0
46752,Palestine,0.0,466.0,442.0,3,22.35,273.0,1017.0,508.0,5,19.2,0
46756,Palestine,0.0,466.0,442.0,3,22.35,931.0,5074.0,276.0,4,27.65,0
46757,Palestine,0.0,466.0,442.0,3,22.35,440.0,2788.0,173.0,7,7.85,0
46764,Palestine,0.0,466.0,442.0,3,22.35,0.0,2698.0,1100.0,5,22.8,0
46765,Palestine,0.0,466.0,442.0,3,22.35,498.0,1150.0,87.0,4,5.6,0
46769,Palestine,0.0,466.0,442.0,3,22.35,498.0,1150.0,87.0,4,5.6,0
46773,Palestine,0.0,466.0,442.0,3,22.35,498.0,1150.0,87.0,4,5.6,0
46779,Palestine,0.0,466.0,442.0,3,22.35,25760.0,1.0,330.0,0,21.65,0
46780,Palestine,0.0,466.0,442.0,3,22.35,7600.0,1932.0,538.0,6,13.45,0
46782,Palestine,0.0,466.0,442.0,3,22.35,0.0,466.0,442.0,3,22.35,0
46784,Palestine,0.0,466.0,442.0,3,22.35,273.0,1017.0,508.0,5,19.2,0
46788,Palestine,0.0,466.0,442.0,3,22.35,931.0,5074.0,276.0,4,27.65,0
46789,Palestine,0.0,466.0,442.0,3,22.35,440.0,2788.0,173.0,7,7.85,0
46796,Palestine,0.0,466.0,442.0,3,22.35,0.0,2698.0,1100.0,5,22.8,0
46797,Palestine,0.0,466.0,442.0,3,22.35,498.0,1150.0,87.0,4,5.6,0
46803,Palestine,0.0,466.0,442.0,3,22.35,25760.0,1.0,330.0,0,21.65,0
46804,Palestine,0.0,466.0,442.0,3,22.35,7600.0,1932.0,538.0,6,13.45,0
46806,Palestine,0.0,466.0,442.0,3,22.35,0.0,466.0,442.0,3,22.35,0
46808,Palestine,0.0,466.0,442.0,3,22.35,273.0,1017.0,508.0,5,19.2,0
46812,Palestine,0.0,466.0,442.0,3,22.35,931.0,5074.0,276.0,4,27.65,0
46813,Palestine,0.0,466.0,442.0,3,22.35,440.0,2788.0,173.0,7,7.85,0
46820,Palestine,0.0,466.0,442.0,3,22.35,0.0,2698.0,1100.0,5,22.8,0
46821,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,1
46822,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,1
46823,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,1
