,name,coast_length,border_length,sea_level,number_of_borders,avg_temp,location_coast_length,location_border_length,location_sea_level,location_number_of_borders,location_avg_temp,label
64838,Syria,193.0,2253.0,514.0,5,17.75,853.0,6764.0,568.0,7,26.9,0
64842,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64843,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64845,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64847,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64849,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64851,Syria,193.0,2253.0,514.0,5,17.75,7200.0,2648.0,1132.0,8,9.9,0
64853,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64854,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64856,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64858,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64860,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64862,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64865,Syria,193.0,2253.0,514.0,5,17.75,498.0,1150.0,87.0,4,5.6,0
64867,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,0
64868,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64870,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64872,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64874,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64876,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,0
64877,Syria,193.0,2253.0,514.0,5,17.75,846.0,2572.0,126.0,3,26.8,0
64878,Syria,193.0,2253.0,514.0,5,17.75,3444.0,4639.0,398.0,3,24.45,0
64879,Syria,193.0,2253.0,514.0,5,17.75,846.0,2572.0,126.0,3,26.8,0
64880,Syria,193.0,2253.0,514.0,5,17.75,3444.0,4639.0,398.0,3,24.45,0
64883,Syria,193.0,2253.0,514.0,5,17.75,579.0,1585.0,243.0,3,25.3,0
64884,Syria,193.0,2253.0,514.0,5,17.75,37653.0,20017.0,600.0,17,-5.1,0
64886,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64891,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,0
64893,Syria,193.0,2253.0,514.0,5,17.75,0.0,3736.0,230.0,4,15.1,0
64898,Syria,193.0,2253.0,514.0,5,17.75,26.0,1635.0,920.0,5,18.3,0
64901,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64903,Syria,193.0,2253.0,514.0,5,17.75,0.0,5667.0,1138.0,8,21.4,0
64907,Syria,193.0,2253.0,514.0,5,17.75,2440.0,5440.0,1305.0,7,17.25,0
64908,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,0
64918,Syria,193.0,2253.0,514.0,5,17.75,310.0,1461.0,1432.0,4,5.8,0
64925,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64933,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,0
64938,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64943,Syria,193.0,2253.0,514.0,5,17.75,498.0,1150.0,87.0,4,5.6,0
64944,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64949,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64950,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,0
64951,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,0
64961,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,1
64970,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,1
64971,Taiwan,1566.3,2027.0,1150.0,3,22.35,66.5,1385.0,181.0,4,9.55,1
64972,Taiwan,1566.3,2027.0,1150.0,3,22.35,2450.0,2665.0,321.0,4,22.1,1
64977,Taiwan,1566.3,2027.0,1150.0,3,22.35,14500.0,22147.0,1840.0,13,6.95,1
64979,Taiwan,1566.3,2027.0,1150.0,3,22.35,14500.0,22147.0,1840.0,13,6.95,1
64985,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
64988,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
64989,Taiwan,1566.3,2027.0,1150.0,3,22.35,1566.3,2027.0,1150.0,3,22.35,1
64990,Taiwan,1566.3,2027.0,1150.0,3,22.35,580.0,4246.0,442.0,2,25.0,1
64991,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
64993,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
64996,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
65010,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,1
65019,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,1
65028,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,1
65029,Taiwan,1566.3,2027.0,1150.0,3,22.35,66.5,1385.0,181.0,4,9.55,1
65030,Taiwan,1566.3,2027.0,1150.0,3,22.35,2450.0,2665.0,321.0,4,22.1,1
65035,Taiwan,1566.3,2027.0,1150.0,3,22.35,14500.0,22147.0,1840.0,13,6.95,1
65037,Taiwan,1566.3,2027.0,1150.0,3,22.35,14500.0,22147.0,1840.0,13,6.95,1
65043,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
65046,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
65047,Taiwan,1566.3,2027.0,1150.0,3,22.35,1566.3,2027.0,1150.0,3,22.35,1
65048,Taiwan,1566.3,2027.0,1150.0,3,22.35,580.0,4246.0,442.0,2,25.0,1
65049,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
65051,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
65054,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
65068,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,1
65069,Taiwan,1566.3,2027.0,1150.0,3,22.35,66.5,1385.0,181.0,4,9.55,1
65070,Taiwan,1566.3,2027.0,1150.0,3,22.35,2450.0,2665.0,321.0,4,22.1,1
65075,Taiwan,1566.3,2027.0,1150.0,3,22.35,14500.0,22147.0,1840.0,13,6.95,1
65077,Taiwan,1566.3,2027.0,1150.0,3,22.35,14500.0,22147.0,1840.0,13,6.95,1
65083,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
65086,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
65087,Taiwan,1566.3,2027.0,1150.0,3,22.35,1566.3,2027.0,1150.0,3,22.35,1
65088,Taiwan,1566.3,2027.0,1150.0,3,22.35,580.0,4246.0,442.0,2,25.0,1
65089,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
65091,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
65094,Taiwan,1566.3,2027.0,1150.0,3,22.35,36289.0,1.0,442.0,0,25.85,1
65101,Taiwan,1566.3,2027.0,1150.0,3,22.35,2413.0,704.0,282.0,3,11.5,0
65109,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,3651.0,3186.0,4,2.0,0
65110,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,0
65111,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,0
65113,Taiwan,1566.3,2027.0,1150.0,3,22.35,2413.0,704.0,282.0,3,11.5,0
65121,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,3651.0,3186.0,4,2.0,0
65122,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,0
65123,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,0
65124,Taiwan,1566.3,2027.0,1150.0,3,22.35,1566.3,2027.0,1150.0,3,22.35,0
65126,Taiwan,1566.3,2027.0,1150.0,3,22.35,1566.3,2027.0,1150.0,3,22.35,0
65128,Taiwan,1566.3,2027.0,1150.0,3,22.35,539.0,2094.0,190.0,3,27.2,0
65130,Taiwan,1566.3,2027.0,1150.0,3,22.35,853.0,4047.0,380.0,4,26.8,0
65134,Taiwan,1566.3,2027.0,1150.0,3,22.35,3444.0,4639.0,398.0,3,24.45,0
65135,Taiwan,1566.3,2027.0,1150.0,3,22.35,3444.0,4639.0,398.0,3,24.45,0
65136,Taiwan,1566.3,2027.0,1150.0,3,22.35,846.0,2572.0,126.0,3,26.8,0
65137,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5083.0,710.0,5,22.8,0
65138,Taiwan,1566.3,2027.0,1150.0,3,22.35,2413.0,704.0,282.0,3,11.5,0
65139,Taiwan,1566.3,2027.0,1150.0,3,22.35,3219.0,4863.0,287.0,4,26.3,0
65140,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5083.0,710.0,5,22.8,0
65142,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,2171.0,143.0,7,9.75,0
65143,Taiwan,1566.3,2027.0,1150.0,3,22.35,252.8,2881.0,779.0,3,21.9,0
65144,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5667.0,1138.0,8,21.4,0
65154,Taiwan,1566.3,2027.0,1150.0,3,22.35,2413.0,704.0,282.0,3,11.5,0
65162,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,3651.0,3186.0,4,2.0,0
65163,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,0
65164,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,0
65166,Taiwan,1566.3,2027.0,1150.0,3,22.35,2413.0,704.0,282.0,3,11.5,0
65174,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,3651.0,3186.0,4,2.0,0
65175,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,0
65176,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,0
65178,Taiwan,1566.3,2027.0,1150.0,3,22.35,2413.0,704.0,282.0,3,11.5,0
65186,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,3651.0,3186.0,4,2.0,0
65187,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,0
65188,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,0
65189,Taiwan,1566.3,2027.0,1150.0,3,22.35,1566.3,2027.0,1150.0,3,22.35,0
65191,Taiwan,1566.3,2027.0,1150.0,3,22.35,1566.3,2027.0,1150.0,3,22.35,0
65193,Taiwan,1566.3,2027.0,1150.0,3,22.35,539.0,2094.0,190.0,3,27.2,0
65195,Taiwan,1566.3,2027.0,1150.0,3,22.35,853.0,4047.0,380.0,4,26.8,0
65199,Taiwan,1566.3,2027.0,1150.0,3,22.35,3444.0,4639.0,398.0,3,24.45,0
65200,Taiwan,1566.3,2027.0,1150.0,3,22.35,3444.0,4639.0,398.0,3,24.45,0
65201,Taiwan,1566.3,2027.0,1150.0,3,22.35,846.0,2572.0,126.0,3,26.8,0
65202,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5083.0,710.0,5,22.8,0
65203,Taiwan,1566.3,2027.0,1150.0,3,22.35,2413.0,704.0,282.0,3,11.5,0
65204,Taiwan,1566.3,2027.0,1150.0,3,22.35,3219.0,4863.0,287.0,4,26.3,0
65205,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5083.0,710.0,5,22.8,0
65207,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,2171.0,143.0,7,9.75,0
65208,Taiwan,1566.3,2027.0,1150.0,3,22.35,252.8,2881.0,779.0,3,21.9,0
65209,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5667.0,1138.0,8,21.4,0
65219,Taiwan,1566.3,2027.0,1150.0,3,22.35,2413.0,704.0,282.0,3,11.5,0
65227,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,3651.0,3186.0,4,2.0,0
65228,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,0
65229,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5529.0,1885.0,6,12.6,0
65230,Taiwan,1566.3,2027.0,1150.0,3,22.35,1566.3,2027.0,1150.0,3,22.35,0
65232,Taiwan,1566.3,2027.0,1150.0,3,22.35,1566.3,2027.0,1150.0,3,22.35,0
65234,Taiwan,1566.3,2027.0,1150.0,3,22.35,539.0,2094.0,190.0,3,27.2,0
65236,Taiwan,1566.3,2027.0,1150.0,3,22.35,853.0,4047.0,380.0,4,26.8,0
65240,Taiwan,1566.3,2027.0,1150.0,3,22.35,3444.0,4639.0,398.0,3,24.45,0
65241,Taiwan,1566.3,2027.0,1150.0,3,22.35,3444.0,4639.0,398.0,3,24.45,0
65242,Taiwan,1566.3,2027.0,1150.0,3,22.35,846.0,2572.0,126.0,3,26.8,0
65243,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5083.0,710.0,5,22.8,0
65244,Taiwan,1566.3,2027.0,1150.0,3,22.35,2413.0,704.0,282.0,3,11.5,0
65245,Taiwan,1566.3,2027.0,1150.0,3,22.35,3219.0,4863.0,287.0,4,26.3,0
65246,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5083.0,710.0,5,22.8,0
65248,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,2171.0,143.0,7,9.75,0
65249,Taiwan,1566.3,2027.0,1150.0,3,22.35,252.8,2881.0,779.0,3,21.9,0
65250,Taiwan,1566.3,2027.0,1150.0,3,22.35,0.0,5667.0,1138.0,8,21.4,0
65261,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,5529.0,1885.0,6,12.6,1
65265,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,1
65266,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,1
65267,Tajikistan,0.0,3651.0,3186.0,4,2.0,2798.0,4862.0,1034.0,6,17.75,1
65272,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,5529.0,1885.0,6,12.6,1
65276,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,1
65277,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,1
65278,Tajikistan,0.0,3651.0,3186.0,4,2.0,2798.0,4862.0,1034.0,6,17.75,1
65283,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,5529.0,1885.0,6,12.6,1
65287,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,1
65288,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,1
65289,Tajikistan,0.0,3651.0,3186.0,4,2.0,2798.0,4862.0,1034.0,6,17.75,1
65294,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,5529.0,1885.0,6,12.6,1
65298,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,1
65299,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,1
65300,Tajikistan,0.0,3651.0,3186.0,4,2.0,2798.0,4862.0,1034.0,6,17.75,1
65305,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,5529.0,1885.0,6,12.6,1
65309,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,1
65310,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,1
65311,Tajikistan,0.0,3651.0,3186.0,4,2.0,2798.0,4862.0,1034.0,6,17.75,1
65316,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,5529.0,1885.0,6,12.6,1
65320,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,1
65321,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,1
65322,Tajikistan,0.0,3651.0,3186.0,4,2.0,2798.0,4862.0,1034.0,6,17.75,1
65329,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,0
65337,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,0
65341,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,0
65343,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,0
65345,Tajikistan,0.0,3651.0,3186.0,4,2.0,1424.0,3861.0,1018.0,8,22.35,0
65346,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,5213.0,442.0,6,24.9,0
65351,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,0
65359,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,0
65367,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,0
65371,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,0
65373,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,0
65375,Tajikistan,0.0,3651.0,3186.0,4,2.0,1424.0,3861.0,1018.0,8,22.35,0
65376,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,5213.0,442.0,6,24.9,0
65381,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,0
65385,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,0
65387,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,3651.0,3186.0,4,2.0,0
65389,Tajikistan,0.0,3651.0,3186.0,4,2.0,1424.0,3861.0,1018.0,8,22.35,0
65390,Tajikistan,0.0,3651.0,3186.0,4,2.0,0.0,5213.0,442.0,6,24.9,0
65391,Tanzania,1424.0,3861.0,1018.0,8,22.35,1661.0,5318.0,1996.0,6,21.55,1
65393,Tanzania,1424.0,3861.0,1018.0,8,22.35,644.0,7243.0,1.8,7,28.25,1
65394,Tanzania,1424.0,3861.0,1018.0,8,22.35,2495.0,1673.0,400.0,3,5.7,1
65397,Tanzania,1424.0,3861.0,1018.0,8,22.35,2470.0,4571.0,345.0,6,23.8,1
65398,Tanzania,1424.0,3861.0,1018.0,8,22.35,1424.0,3861.0,1018.0,8,22.35,1
65399,Tanzania,1424.0,3861.0,1018.0,8,22.35,1661.0,5318.0,1996.0,6,21.55,1
65401,Tanzania,1424.0,3861.0,1018.0,8,22.35,644.0,7243.0,1.8,7,28.25,1
65402,Tanzania,1424.0,3861.0,1018.0,8,22.35,2495.0,1673.0,400.0,3,5.7,1
65405,Tanzania,1424.0,3861.0,1018.0,8,22.35,2470.0,4571.0,345.0,6,23.8,1
65406,Tanzania,1424.0,3861.0,1018.0,8,22.35,1424.0,3861.0,1018.0,8,22.35,1
65409,Tanzania,1424.0,3861.0,1018.0,8,22.35,1424.0,3861.0,1018.0,8,22.35,1
65410,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65412,Tanzania,1424.0,3861.0,1018.0,8,22.35,2439.0,3621.0,263.0,9,8.4,1
65413,Tanzania,1424.0,3861.0,1018.0,8,22.35,3444.0,4639.0,398.0,3,24.45,1
65415,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2562.0,910.0,8,6.35,1
65417,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65419,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65421,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65422,Tanzania,1424.0,3861.0,1018.0,8,22.35,14500.0,22147.0,1840.0,13,6.95,1
65423,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65424,Tanzania,1424.0,3861.0,1018.0,8,22.35,579.0,1585.0,243.0,3,25.3,1
65425,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65427,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65428,Tanzania,1424.0,3861.0,1018.0,8,22.35,20.0,2027.0,442.0,3,22.35,1
65429,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65431,Tanzania,1424.0,3861.0,1018.0,8,22.35,1661.0,5318.0,1996.0,6,21.55,1
65433,Tanzania,1424.0,3861.0,1018.0,8,22.35,644.0,7243.0,1.8,7,28.25,1
65434,Tanzania,1424.0,3861.0,1018.0,8,22.35,2495.0,1673.0,400.0,3,5.7,1
65437,Tanzania,1424.0,3861.0,1018.0,8,22.35,2470.0,4571.0,345.0,6,23.8,1
65438,Tanzania,1424.0,3861.0,1018.0,8,22.35,1424.0,3861.0,1018.0,8,22.35,1
65439,Tanzania,1424.0,3861.0,1018.0,8,22.35,1661.0,5318.0,1996.0,6,21.55,1
65441,Tanzania,1424.0,3861.0,1018.0,8,22.35,644.0,7243.0,1.8,7,28.25,1
65442,Tanzania,1424.0,3861.0,1018.0,8,22.35,2495.0,1673.0,400.0,3,5.7,1
65445,Tanzania,1424.0,3861.0,1018.0,8,22.35,2470.0,4571.0,345.0,6,23.8,1
65446,Tanzania,1424.0,3861.0,1018.0,8,22.35,1424.0,3861.0,1018.0,8,22.35,1
65447,Tanzania,1424.0,3861.0,1018.0,8,22.35,1661.0,5318.0,1996.0,6,21.55,1
65449,Tanzania,1424.0,3861.0,1018.0,8,22.35,644.0,7243.0,1.8,7,28.25,1
65450,Tanzania,1424.0,3861.0,1018.0,8,22.35,2495.0,1673.0,400.0,3,5.7,1
65453,Tanzania,1424.0,3861.0,1018.0,8,22.35,2470.0,4571.0,345.0,6,23.8,1
65454,Tanzania,1424.0,3861.0,1018.0,8,22.35,1424.0,3861.0,1018.0,8,22.35,1
65457,Tanzania,1424.0,3861.0,1018.0,8,22.35,1424.0,3861.0,1018.0,8,22.35,1
65458,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65460,Tanzania,1424.0,3861.0,1018.0,8,22.35,2439.0,3621.0,263.0,9,8.4,1
65461,Tanzania,1424.0,3861.0,1018.0,8,22.35,3444.0,4639.0,398.0,3,24.45,1
65463,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2562.0,910.0,8,6.35,1
65465,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65467,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65469,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65470,Tanzania,1424.0,3861.0,1018.0,8,22.35,14500.0,22147.0,1840.0,13,6.95,1
65471,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65472,Tanzania,1424.0,3861.0,1018.0,8,22.35,579.0,1585.0,243.0,3,25.3,1
65473,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65475,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65476,Tanzania,1424.0,3861.0,1018.0,8,22.35,20.0,2027.0,442.0,3,22.35,1
65477,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65479,Tanzania,1424.0,3861.0,1018.0,8,22.35,1661.0,5318.0,1996.0,6,21.55,1
65481,Tanzania,1424.0,3861.0,1018.0,8,22.35,644.0,7243.0,1.8,7,28.25,1
65482,Tanzania,1424.0,3861.0,1018.0,8,22.35,2495.0,1673.0,400.0,3,5.7,1
65485,Tanzania,1424.0,3861.0,1018.0,8,22.35,2470.0,4571.0,345.0,6,23.8,1
65486,Tanzania,1424.0,3861.0,1018.0,8,22.35,1424.0,3861.0,1018.0,8,22.35,1
65489,Tanzania,1424.0,3861.0,1018.0,8,22.35,1424.0,3861.0,1018.0,8,22.35,1
65490,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65492,Tanzania,1424.0,3861.0,1018.0,8,22.35,2439.0,3621.0,263.0,9,8.4,1
65493,Tanzania,1424.0,3861.0,1018.0,8,22.35,3444.0,4639.0,398.0,3,24.45,1
65495,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2562.0,910.0,8,6.35,1
65497,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65499,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65501,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65502,Tanzania,1424.0,3861.0,1018.0,8,22.35,14500.0,22147.0,1840.0,13,6.95,1
65503,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65504,Tanzania,1424.0,3861.0,1018.0,8,22.35,579.0,1585.0,243.0,3,25.3,1
65505,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65507,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65508,Tanzania,1424.0,3861.0,1018.0,8,22.35,20.0,2027.0,442.0,3,22.35,1
65509,Tanzania,1424.0,3861.0,1018.0,8,22.35,0.0,2698.0,1100.0,5,22.8,1
65512,Tanzania,1424.0,3861.0,1018.0,8,22.35,2640.0,4431.0,665.0,7,24.65,0
65514,Tanzania,1424.0,3861.0,1018.0,8,22.35,2640.0,4431.0,665.0,7,24.65,0
65515,Tanzania,1424.0,3861.0,1018.0,8,22.35,1424.0,3861.0,1018.0,8,22.35,0
65516,Tanzania,1424.0,3861.0,1018.0,8,22.35,402.0,4591.0,667.0,6,24.6,0
65518,Tanzania,1424.0,3861.0,1018.0,8,22.35,13676.0,1228.0,498.0,4,15.4,0
65521,Tanzania,1424.0,3861.0,1018.0,8,22.35,25760.0,1.0,330.0,0,21.65,0
