,name,coast_length,border_length,sea_level,number_of_borders,avg_temp,location_coast_length,location_border_length,location_sea_level,location_number_of_borders,location_avg_temp,start_year,finish_year,wars_victory,wars_loses,total_wars_participate,wars_inside_country,imperialism_wars,deimperialism_wars,battles_in_country,label
25197,Hungary,0.0,2171.0,143.0,7,9.75,362.0,1102.0,708.0,6,11.4,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25205,Hungary,0.0,2171.0,143.0,7,9.75,7600.0,1932.0,538.0,6,13.45,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25206,Hungary,0.0,2171.0,143.0,7,9.75,7652.0,14691.0,320.0,10,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25207,Hungary,0.0,2171.0,143.0,7,9.75,0.0,1524.0,458.0,5,6.8,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25210,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2171.0,143.0,7,9.75,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25213,Hungary,0.0,2171.0,143.0,7,9.75,931.0,5074.0,276.0,4,27.65,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25214,Hungary,0.0,2171.0,143.0,7,9.75,7652.0,14691.0,320.0,10,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25215,Hungary,0.0,2171.0,143.0,7,9.75,0.0,1524.0,458.0,5,6.8,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25218,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2171.0,143.0,7,9.75,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25221,Hungary,0.0,2171.0,143.0,7,9.75,931.0,5074.0,276.0,4,27.65,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25223,Hungary,0.0,2171.0,143.0,7,9.75,46.6,1334.0,492.0,4,8.9,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25227,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2562.0,910.0,8,6.35,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25229,Hungary,0.0,2171.0,143.0,7,9.75,354.0,1808.0,470.0,5,10.55,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25232,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2027.0,473.0,8,10.55,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25233,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25235,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25237,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25239,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25241,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25243,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25245,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25247,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25249,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25251,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25253,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25255,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25257,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25259,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25261,Hungary,0.0,2171.0,143.0,7,9.75,1288.0,2027.0,442.0,3,22.35,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25262,Hungary,0.0,2171.0,143.0,7,9.75,1661.0,5318.0,1996.0,6,21.55,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25264,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2171.0,143.0,7,9.75,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25266,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25268,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25270,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25272,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25274,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25276,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25278,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25280,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25282,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25284,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25286,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25288,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25290,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25292,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25294,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25296,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25298,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25300,Hungary,0.0,2171.0,143.0,7,9.75,563.0,60.0,28.0,1,27.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25303,Hungary,0.0,2171.0,143.0,7,9.75,25760.0,1.0,330.0,0,21.65,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25306,Hungary,0.0,2171.0,143.0,7,9.75,451.0,1037.0,30.0,3,9.25,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25308,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2562.0,910.0,8,6.35,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25311,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2027.0,473.0,8,10.55,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25312,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2171.0,143.0,7,9.75,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25313,Hungary,0.0,2171.0,143.0,7,9.75,0.0,1524.0,458.0,5,6.8,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25316,Hungary,0.0,2171.0,143.0,7,9.75,362.0,1102.0,708.0,6,11.4,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25318,Hungary,0.0,2171.0,143.0,7,9.75,2798.0,4862.0,1034.0,6,17.75,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25319,Hungary,0.0,2171.0,143.0,7,9.75,14500.0,22147.0,1840.0,13,6.95,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25320,Hungary,0.0,2171.0,143.0,7,9.75,29751.0,1.0,438.0,0,11.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25323,Hungary,0.0,2171.0,143.0,7,9.75,2798.0,4862.0,1034.0,6,17.75,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25324,Hungary,0.0,2171.0,143.0,7,9.75,2798.0,4862.0,1034.0,6,17.75,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25325,Hungary,0.0,2171.0,143.0,7,9.75,0.0,5213.0,442.0,6,24.9,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25326,Hungary,0.0,2171.0,143.0,7,9.75,25760.0,1.0,330.0,0,21.65,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25327,Hungary,0.0,2171.0,143.0,7,9.75,2495.0,1673.0,400.0,3,5.7,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25328,Hungary,0.0,2171.0,143.0,7,9.75,2798.0,4862.0,1034.0,6,17.75,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25333,Hungary,0.0,2171.0,143.0,7,9.75,2495.0,1673.0,400.0,3,5.7,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25337,Hungary,0.0,2171.0,143.0,7,9.75,2439.0,3621.0,263.0,9,8.4,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25338,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2171.0,143.0,7,9.75,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25341,Hungary,0.0,2171.0,143.0,7,9.75,3444.0,4639.0,398.0,3,24.45,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25343,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2562.0,910.0,8,6.35,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25346,Hungary,0.0,2171.0,143.0,7,9.75,0.0,1524.0,458.0,5,6.8,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25347,Hungary,0.0,2171.0,143.0,7,9.75,0.0,359.0,325.0,3,8.65,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25349,Hungary,0.0,2171.0,143.0,7,9.75,2782.0,4663.0,175.0,7,8.3,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25356,Hungary,0.0,2171.0,143.0,7,9.75,46.6,1334.0,492.0,4,8.9,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25360,Hungary,0.0,2171.0,143.0,7,9.75,46.6,1334.0,492.0,4,8.9,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25362,Hungary,0.0,2171.0,143.0,7,9.75,46.6,1334.0,492.0,4,8.9,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25363,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2562.0,910.0,8,6.35,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25365,Hungary,0.0,2171.0,143.0,7,9.75,7600.0,1932.0,538.0,6,13.45,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25367,Hungary,0.0,2171.0,143.0,7,9.75,80.0,740.0,34.0,1,27.5,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25368,Hungary,0.0,2171.0,143.0,7,9.75,2782.0,4663.0,175.0,7,8.3,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25370,Hungary,0.0,2171.0,143.0,7,9.75,2450.0,2665.0,321.0,4,22.1,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25372,Hungary,0.0,2171.0,143.0,7,9.75,310.0,1461.0,1432.0,4,5.8,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25374,Hungary,0.0,2171.0,143.0,7,9.75,2528.0,1.0,442.0,0,23.95,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25375,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2171.0,143.0,7,9.75,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25377,Hungary,0.0,2171.0,143.0,7,9.75,225.0,3967.0,414.0,8,8.8,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25379,Hungary,0.0,2171.0,143.0,7,9.75,1424.0,3861.0,1018.0,8,22.35,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25380,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2171.0,143.0,7,9.75,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25383,Hungary,0.0,2171.0,143.0,7,9.75,225.0,3967.0,414.0,8,8.8,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25384,Hungary,0.0,2171.0,143.0,7,9.75,225.0,3967.0,414.0,8,8.8,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25385,Hungary,0.0,2171.0,143.0,7,9.75,386.0,516.0,173.0,2,25.3,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25386,Hungary,0.0,2171.0,143.0,7,9.75,354.0,1808.0,470.0,5,10.55,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25387,Hungary,0.0,2171.0,143.0,7,9.75,539.0,2094.0,190.0,3,27.2,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25388,Hungary,0.0,2171.0,143.0,7,9.75,0.0,466.0,442.0,3,22.35,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25389,Hungary,0.0,2171.0,143.0,7,9.75,4989.0,9665.0,595.0,5,14.8,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25390,Hungary,0.0,2171.0,143.0,7,9.75,7600.0,1932.0,538.0,6,13.45,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25393,Hungary,0.0,2171.0,143.0,7,9.75,0.0,2171.0,143.0,7,9.75,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25394,Hungary,0.0,2171.0,143.0,7,9.75,2782.0,4663.0,175.0,7,8.3,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25396,Hungary,0.0,2171.0,143.0,7,9.75,0.0,6743.0,1192.0,5,21.55,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25397,Hungary,0.0,2171.0,143.0,7,9.75,3542.0,1.0,442.0,0,24.85,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25398,Hungary,0.0,2171.0,143.0,7,9.75,2782.0,4663.0,175.0,7,8.3,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25400,Hungary,0.0,2171.0,143.0,7,9.75,7600.0,1932.0,538.0,6,13.45,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25401,Hungary,0.0,2171.0,143.0,7,9.75,0.0,1254.0,1792.0,4,7.15,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25404,Hungary,0.0,2171.0,143.0,7,9.75,7801.4,2889.0,375.0,8,10.7,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25406,Hungary,0.0,2171.0,143.0,7,9.75,362.0,1102.0,708.0,6,11.4,1900,1900,29.0,30.0,59.0,27.0,24,3,23,0
25413,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1003,1003,4.0,1.0,5.0,2.0,4,0,2,1
25414,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1003,1003,4.0,1.0,5.0,2.0,4,0,2,1
25416,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1018,1018,4.0,1.0,5.0,2.0,4,0,2,1
25417,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1018,1018,4.0,1.0,5.0,2.0,4,0,2,1
25419,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1066,1066,4.0,1.0,5.0,2.0,4,0,2,1
25420,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1066,1066,4.0,1.0,5.0,2.0,4,0,2,1
25422,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1068,1068,4.0,1.0,5.0,2.0,4,0,2,1
25423,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1068,1068,4.0,1.0,5.0,2.0,4,0,2,1
25425,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1097,1097,4.0,1.0,5.0,2.0,4,0,2,1
25426,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1097,1097,4.0,1.0,5.0,2.0,4,0,2,1
25428,Iceland,4970.0,1.0,557.0,0,1.75,58.0,3650.0,312.0,6,21.4,2003,2003,4.0,1.0,5.0,2.0,4,0,2,1
25429,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,2001,2001,4.0,1.0,5.0,2.0,4,0,2,1
25430,Iceland,4970.0,1.0,557.0,0,1.75,0.0,5529.0,1885.0,6,12.6,2002,2002,4.0,1.0,5.0,2.0,4,0,2,1
25431,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1003,1003,4.0,1.0,5.0,2.0,4,0,2,1
25432,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1003,1003,4.0,1.0,5.0,2.0,4,0,2,1
25434,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1018,1018,4.0,1.0,5.0,2.0,4,0,2,1
25435,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1018,1018,4.0,1.0,5.0,2.0,4,0,2,1
25437,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1066,1066,4.0,1.0,5.0,2.0,4,0,2,1
25438,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1066,1066,4.0,1.0,5.0,2.0,4,0,2,1
25440,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1068,1068,4.0,1.0,5.0,2.0,4,0,2,1
25441,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1068,1068,4.0,1.0,5.0,2.0,4,0,2,1
25443,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1097,1097,4.0,1.0,5.0,2.0,4,0,2,1
25444,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1097,1097,4.0,1.0,5.0,2.0,4,0,2,1
25446,Iceland,4970.0,1.0,557.0,0,1.75,58.0,3650.0,312.0,6,21.4,2003,2003,4.0,1.0,5.0,2.0,4,0,2,1
25447,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,2001,2001,4.0,1.0,5.0,2.0,4,0,2,1
25448,Iceland,4970.0,1.0,557.0,0,1.75,0.0,5529.0,1885.0,6,12.6,2002,2002,4.0,1.0,5.0,2.0,4,0,2,1
25449,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1003,1003,4.0,1.0,5.0,2.0,4,0,2,1
25450,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1003,1003,4.0,1.0,5.0,2.0,4,0,2,1
25452,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1018,1018,4.0,1.0,5.0,2.0,4,0,2,1
25453,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1018,1018,4.0,1.0,5.0,2.0,4,0,2,1
25455,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1066,1066,4.0,1.0,5.0,2.0,4,0,2,1
25456,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1066,1066,4.0,1.0,5.0,2.0,4,0,2,1
25458,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1068,1068,4.0,1.0,5.0,2.0,4,0,2,1
25459,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1068,1068,4.0,1.0,5.0,2.0,4,0,2,1
25461,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1097,1097,4.0,1.0,5.0,2.0,4,0,2,1
25462,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1097,1097,4.0,1.0,5.0,2.0,4,0,2,1
25464,Iceland,4970.0,1.0,557.0,0,1.75,58.0,3650.0,312.0,6,21.4,2003,2003,4.0,1.0,5.0,2.0,4,0,2,1
25465,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,2001,2001,4.0,1.0,5.0,2.0,4,0,2,1
25466,Iceland,4970.0,1.0,557.0,0,1.75,0.0,5529.0,1885.0,6,12.6,2002,2002,4.0,1.0,5.0,2.0,4,0,2,1
25467,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1003,1003,4.0,1.0,5.0,2.0,4,0,2,1
25468,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1003,1003,4.0,1.0,5.0,2.0,4,0,2,1
25470,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1018,1018,4.0,1.0,5.0,2.0,4,0,2,1
25471,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1018,1018,4.0,1.0,5.0,2.0,4,0,2,1
25473,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1066,1066,4.0,1.0,5.0,2.0,4,0,2,1
25474,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1066,1066,4.0,1.0,5.0,2.0,4,0,2,1
25476,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1068,1068,4.0,1.0,5.0,2.0,4,0,2,1
25477,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1068,1068,4.0,1.0,5.0,2.0,4,0,2,1
25479,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1097,1097,4.0,1.0,5.0,2.0,4,0,2,1
25480,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1097,1097,4.0,1.0,5.0,2.0,4,0,2,1
25482,Iceland,4970.0,1.0,557.0,0,1.75,58.0,3650.0,312.0,6,21.4,2003,2003,4.0,1.0,5.0,2.0,4,0,2,1
25483,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,2001,2001,4.0,1.0,5.0,2.0,4,0,2,1
25484,Iceland,4970.0,1.0,557.0,0,1.75,0.0,5529.0,1885.0,6,12.6,2002,2002,4.0,1.0,5.0,2.0,4,0,2,1
25485,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1003,1003,4.0,1.0,5.0,2.0,4,0,2,1
25486,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1003,1003,4.0,1.0,5.0,2.0,4,0,2,1
25488,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1018,1018,4.0,1.0,5.0,2.0,4,0,2,1
25489,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1018,1018,4.0,1.0,5.0,2.0,4,0,2,1
25491,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1066,1066,4.0,1.0,5.0,2.0,4,0,2,1
25492,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1066,1066,4.0,1.0,5.0,2.0,4,0,2,1
25494,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1068,1068,4.0,1.0,5.0,2.0,4,0,2,1
25495,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1068,1068,4.0,1.0,5.0,2.0,4,0,2,1
25497,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1097,1097,4.0,1.0,5.0,2.0,4,0,2,1
25498,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1097,1097,4.0,1.0,5.0,2.0,4,0,2,1
25500,Iceland,4970.0,1.0,557.0,0,1.75,58.0,3650.0,312.0,6,21.4,2003,2003,4.0,1.0,5.0,2.0,4,0,2,1
25501,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,2001,2001,4.0,1.0,5.0,2.0,4,0,2,1
25502,Iceland,4970.0,1.0,557.0,0,1.75,0.0,5529.0,1885.0,6,12.6,2002,2002,4.0,1.0,5.0,2.0,4,0,2,1
25503,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1003,1003,4.0,1.0,5.0,2.0,4,0,2,1
25504,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1003,1003,4.0,1.0,5.0,2.0,4,0,2,1
25506,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1018,1018,4.0,1.0,5.0,2.0,4,0,2,1
25507,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1018,1018,4.0,1.0,5.0,2.0,4,0,2,1
25509,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1066,1066,4.0,1.0,5.0,2.0,4,0,2,1
25510,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1066,1066,4.0,1.0,5.0,2.0,4,0,2,1
25512,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1068,1068,4.0,1.0,5.0,2.0,4,0,2,1
25513,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1068,1068,4.0,1.0,5.0,2.0,4,0,2,1
25515,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,1097,1097,4.0,1.0,5.0,2.0,4,0,2,1
25516,Iceland,4970.0,1.0,557.0,0,1.75,202080.0,8893.0,487.0,1,-5.35,1097,1097,4.0,1.0,5.0,2.0,4,0,2,1
25518,Iceland,4970.0,1.0,557.0,0,1.75,58.0,3650.0,312.0,6,21.4,2003,2003,4.0,1.0,5.0,2.0,4,0,2,1
25519,Iceland,4970.0,1.0,557.0,0,1.75,1250.0,2690.0,164.0,3,1.7,2001,2001,4.0,1.0,5.0,2.0,4,0,2,1
