,name,coast_length,border_length,sea_level,number_of_borders,avg_temp,location_coast_length,location_border_length,location_sea_level,location_number_of_borders,location_avg_temp,start_year,finish_year,wars_victory,wars_loses,total_wars_participate,wars_inside_country,imperialism_wars,deimperialism_wars,battles_in_country,label
206,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
207,Afghanistan,0.0,5529.0,1885.0,6,12.6,3542.0,1.0,442.0,0,24.85,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
208,Afghanistan,0.0,5529.0,1885.0,6,12.6,1046.0,6774.0,900.0,4,20.2,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
209,Afghanistan,0.0,5529.0,1885.0,6,12.6,1046.0,6774.0,900.0,4,20.2,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
210,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,3651.0,3186.0,4,2.0,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
211,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
212,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
215,Afghanistan,0.0,5529.0,1885.0,6,12.6,459.0,2462.0,207.0,3,26.0,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
216,Afghanistan,0.0,5529.0,1885.0,6,12.6,1046.0,6774.0,900.0,4,20.2,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
217,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
218,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
219,Afghanistan,0.0,5529.0,1885.0,6,12.6,1046.0,6774.0,900.0,4,20.2,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
222,Afghanistan,0.0,5529.0,1885.0,6,12.6,1250.0,2690.0,164.0,3,1.7,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
223,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,3736.0,230.0,4,15.1,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
224,Afghanistan,0.0,5529.0,1885.0,6,12.6,1250.0,2690.0,164.0,3,1.7,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
226,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
227,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
230,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
231,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
233,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
235,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
237,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
239,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
241,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
242,Afghanistan,0.0,5529.0,1885.0,6,12.6,1566.3,2027.0,1150.0,3,22.35,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
243,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
245,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
246,Afghanistan,0.0,5529.0,1885.0,6,12.6,3542.0,1.0,442.0,0,24.85,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
247,Afghanistan,0.0,5529.0,1885.0,6,12.6,1046.0,6774.0,900.0,4,20.2,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
248,Afghanistan,0.0,5529.0,1885.0,6,12.6,1046.0,6774.0,900.0,4,20.2,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
249,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,3651.0,3186.0,4,2.0,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
250,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
251,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
254,Afghanistan,0.0,5529.0,1885.0,6,12.6,459.0,2462.0,207.0,3,26.0,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
255,Afghanistan,0.0,5529.0,1885.0,6,12.6,1046.0,6774.0,900.0,4,20.2,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
256,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
257,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
258,Afghanistan,0.0,5529.0,1885.0,6,12.6,1046.0,6774.0,900.0,4,20.2,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
261,Afghanistan,0.0,5529.0,1885.0,6,12.6,1250.0,2690.0,164.0,3,1.7,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
262,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,3736.0,230.0,4,15.1,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
263,Afghanistan,0.0,5529.0,1885.0,6,12.6,1250.0,2690.0,164.0,3,1.7,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
265,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
266,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
269,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
270,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
272,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
274,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
276,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
278,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
280,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
281,Afghanistan,0.0,5529.0,1885.0,6,12.6,1566.3,2027.0,1150.0,3,22.35,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
282,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
284,Afghanistan,0.0,5529.0,1885.0,6,12.6,0.0,5529.0,1885.0,6,12.6,1900,1900,8.0,13.0,21.0,18.0,3,12,8,0
285,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,2003,2003,17.0,7.0,24.0,29.0,12,1,20,1
286,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
287,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
288,Albania,362.0,1102.0,708.0,6,11.4,193.0,2253.0,514.0,5,17.75,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
289,Albania,362.0,1102.0,708.0,6,11.4,1770.0,4348.0,423.0,6,21.8,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
290,Albania,362.0,1102.0,708.0,6,11.4,853.0,4047.0,380.0,4,26.8,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
291,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
293,Albania,362.0,1102.0,708.0,6,11.4,2798.0,4862.0,1034.0,6,17.75,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
298,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1997,1997,17.0,7.0,24.0,29.0,12,1,20,1
299,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,2001,2001,17.0,7.0,24.0,29.0,12,1,20,1
300,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,2002,2002,17.0,7.0,24.0,29.0,12,1,20,1
301,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,2003,2003,17.0,7.0,24.0,29.0,12,1,20,1
302,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
303,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
304,Albania,362.0,1102.0,708.0,6,11.4,193.0,2253.0,514.0,5,17.75,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
305,Albania,362.0,1102.0,708.0,6,11.4,1770.0,4348.0,423.0,6,21.8,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
306,Albania,362.0,1102.0,708.0,6,11.4,853.0,4047.0,380.0,4,26.8,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
307,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
309,Albania,362.0,1102.0,708.0,6,11.4,2798.0,4862.0,1034.0,6,17.75,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
314,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1997,1997,17.0,7.0,24.0,29.0,12,1,20,1
315,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,2001,2001,17.0,7.0,24.0,29.0,12,1,20,1
316,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,2002,2002,17.0,7.0,24.0,29.0,12,1,20,1
317,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,1419,1419,17.0,7.0,24.0,29.0,12,1,20,1
318,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1912,1912,17.0,7.0,24.0,29.0,12,1,20,1
321,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,1920,1920,17.0,7.0,24.0,29.0,12,1,20,1
323,Albania,362.0,1102.0,708.0,6,11.4,0.0,2562.0,910.0,8,6.35,1683,1683,17.0,7.0,24.0,29.0,12,1,20,1
324,Albania,362.0,1102.0,708.0,6,11.4,1288.0,2027.0,442.0,3,22.35,1683,1683,17.0,7.0,24.0,29.0,12,1,20,1
327,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,913 AD,913 AD,17.0,7.0,24.0,29.0,12,1,20,1
328,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,943 AD,943 AD,17.0,7.0,24.0,29.0,12,1,20,1
332,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1999,1999,17.0,7.0,24.0,29.0,12,1,20,1
335,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1999,1999,17.0,7.0,24.0,29.0,12,1,20,1
336,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,2003,2003,17.0,7.0,24.0,29.0,12,1,20,1
337,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
338,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
339,Albania,362.0,1102.0,708.0,6,11.4,193.0,2253.0,514.0,5,17.75,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
340,Albania,362.0,1102.0,708.0,6,11.4,1770.0,4348.0,423.0,6,21.8,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
341,Albania,362.0,1102.0,708.0,6,11.4,853.0,4047.0,380.0,4,26.8,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
342,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
344,Albania,362.0,1102.0,708.0,6,11.4,2798.0,4862.0,1034.0,6,17.75,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
349,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1997,1997,17.0,7.0,24.0,29.0,12,1,20,1
350,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,2001,2001,17.0,7.0,24.0,29.0,12,1,20,1
351,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,2002,2002,17.0,7.0,24.0,29.0,12,1,20,1
352,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,2003,2003,17.0,7.0,24.0,29.0,12,1,20,1
353,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
354,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
355,Albania,362.0,1102.0,708.0,6,11.4,193.0,2253.0,514.0,5,17.75,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
356,Albania,362.0,1102.0,708.0,6,11.4,1770.0,4348.0,423.0,6,21.8,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
357,Albania,362.0,1102.0,708.0,6,11.4,853.0,4047.0,380.0,4,26.8,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
358,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
360,Albania,362.0,1102.0,708.0,6,11.4,2798.0,4862.0,1034.0,6,17.75,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
365,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1997,1997,17.0,7.0,24.0,29.0,12,1,20,1
366,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,2001,2001,17.0,7.0,24.0,29.0,12,1,20,1
367,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,2002,2002,17.0,7.0,24.0,29.0,12,1,20,1
368,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,2003,2003,17.0,7.0,24.0,29.0,12,1,20,1
369,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
370,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
371,Albania,362.0,1102.0,708.0,6,11.4,193.0,2253.0,514.0,5,17.75,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
372,Albania,362.0,1102.0,708.0,6,11.4,1770.0,4348.0,423.0,6,21.8,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
373,Albania,362.0,1102.0,708.0,6,11.4,853.0,4047.0,380.0,4,26.8,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
374,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
376,Albania,362.0,1102.0,708.0,6,11.4,2798.0,4862.0,1034.0,6,17.75,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
381,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1997,1997,17.0,7.0,24.0,29.0,12,1,20,1
382,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,2001,2001,17.0,7.0,24.0,29.0,12,1,20,1
383,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,2002,2002,17.0,7.0,24.0,29.0,12,1,20,1
384,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,1419,1419,17.0,7.0,24.0,29.0,12,1,20,1
385,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1912,1912,17.0,7.0,24.0,29.0,12,1,20,1
388,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,1920,1920,17.0,7.0,24.0,29.0,12,1,20,1
390,Albania,362.0,1102.0,708.0,6,11.4,0.0,2562.0,910.0,8,6.35,1683,1683,17.0,7.0,24.0,29.0,12,1,20,1
391,Albania,362.0,1102.0,708.0,6,11.4,1288.0,2027.0,442.0,3,22.35,1683,1683,17.0,7.0,24.0,29.0,12,1,20,1
394,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,913 AD,913 AD,17.0,7.0,24.0,29.0,12,1,20,1
395,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,943 AD,943 AD,17.0,7.0,24.0,29.0,12,1,20,1
399,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1999,1999,17.0,7.0,24.0,29.0,12,1,20,1
402,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1999,1999,17.0,7.0,24.0,29.0,12,1,20,1
403,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,2003,2003,17.0,7.0,24.0,29.0,12,1,20,1
404,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
405,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
406,Albania,362.0,1102.0,708.0,6,11.4,193.0,2253.0,514.0,5,17.75,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
407,Albania,362.0,1102.0,708.0,6,11.4,1770.0,4348.0,423.0,6,21.8,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
408,Albania,362.0,1102.0,708.0,6,11.4,853.0,4047.0,380.0,4,26.8,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
409,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
411,Albania,362.0,1102.0,708.0,6,11.4,2798.0,4862.0,1034.0,6,17.75,2014,2014,17.0,7.0,24.0,29.0,12,1,20,1
416,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1997,1997,17.0,7.0,24.0,29.0,12,1,20,1
417,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,2001,2001,17.0,7.0,24.0,29.0,12,1,20,1
418,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,2002,2002,17.0,7.0,24.0,29.0,12,1,20,1
419,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,1419,1419,17.0,7.0,24.0,29.0,12,1,20,1
420,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1912,1912,17.0,7.0,24.0,29.0,12,1,20,1
423,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,1920,1920,17.0,7.0,24.0,29.0,12,1,20,1
425,Albania,362.0,1102.0,708.0,6,11.4,0.0,2562.0,910.0,8,6.35,1683,1683,17.0,7.0,24.0,29.0,12,1,20,1
426,Albania,362.0,1102.0,708.0,6,11.4,1288.0,2027.0,442.0,3,22.35,1683,1683,17.0,7.0,24.0,29.0,12,1,20,1
429,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,913 AD,913 AD,17.0,7.0,24.0,29.0,12,1,20,1
430,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,943 AD,943 AD,17.0,7.0,24.0,29.0,12,1,20,1
434,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1999,1999,17.0,7.0,24.0,29.0,12,1,20,1
437,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1999,1999,17.0,7.0,24.0,29.0,12,1,20,1
438,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
443,Albania,362.0,1102.0,708.0,6,11.4,44208.0,1.0,1792.0,0,-7.0,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
444,Albania,362.0,1102.0,708.0,6,11.4,0.0,2562.0,910.0,8,6.35,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
445,Albania,362.0,1102.0,708.0,6,11.4,0.0,2171.0,143.0,7,9.75,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
446,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
448,Albania,362.0,1102.0,708.0,6,11.4,13676.0,1228.0,498.0,4,15.4,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
450,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
452,Albania,362.0,1102.0,708.0,6,11.4,1661.0,5318.0,1996.0,6,21.55,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
453,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
458,Albania,362.0,1102.0,708.0,6,11.4,44208.0,1.0,1792.0,0,-7.0,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
459,Albania,362.0,1102.0,708.0,6,11.4,0.0,2562.0,910.0,8,6.35,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
460,Albania,362.0,1102.0,708.0,6,11.4,0.0,2171.0,143.0,7,9.75,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
461,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
463,Albania,362.0,1102.0,708.0,6,11.4,13676.0,1228.0,498.0,4,15.4,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
465,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
467,Albania,362.0,1102.0,708.0,6,11.4,1661.0,5318.0,1996.0,6,21.55,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
468,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
473,Albania,362.0,1102.0,708.0,6,11.4,44208.0,1.0,1792.0,0,-7.0,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
474,Albania,362.0,1102.0,708.0,6,11.4,0.0,2562.0,910.0,8,6.35,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
475,Albania,362.0,1102.0,708.0,6,11.4,0.0,2171.0,143.0,7,9.75,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
476,Albania,362.0,1102.0,708.0,6,11.4,1250.0,2690.0,164.0,3,1.7,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
478,Albania,362.0,1102.0,708.0,6,11.4,13676.0,1228.0,498.0,4,15.4,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
480,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
482,Albania,362.0,1102.0,708.0,6,11.4,1661.0,5318.0,1996.0,6,21.55,1900,1900,17.0,7.0,24.0,29.0,12,1,20,0
484,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,2007,2007,7.0,4.0,11.0,12.0,5,0,8,1
485,Algeria,998.0,6470.0,800.0,7,22.5,644.0,7243.0,1.8,7,28.25,2012,2012,7.0,4.0,11.0,12.0,5,0,8,1
486,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,2014,2014,7.0,4.0,11.0,12.0,5,0,8,1
487,Algeria,998.0,6470.0,800.0,7,22.5,58.0,3650.0,312.0,6,21.4,2014,2014,7.0,4.0,11.0,12.0,5,0,8,1
488,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,2014,2014,7.0,4.0,11.0,12.0,5,0,8,1
489,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,2014,2014,7.0,4.0,11.0,12.0,5,0,8,1
490,Algeria,998.0,6470.0,800.0,7,22.5,853.0,4047.0,380.0,4,26.8,2014,2014,7.0,4.0,11.0,12.0,5,0,8,1
491,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5529.0,1885.0,6,12.6,2014,2014,7.0,4.0,11.0,12.0,5,0,8,1
493,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,2014,2014,7.0,4.0,11.0,12.0,5,0,8,1
494,Algeria,998.0,6470.0,800.0,7,22.5,998.0,6470.0,800.0,7,22.5,1991,1991,7.0,4.0,11.0,12.0,5,0,8,1
495,Algeria,998.0,6470.0,800.0,7,22.5,1250.0,2690.0,164.0,3,1.7,2001,2001,7.0,4.0,11.0,12.0,5,0,8,1
497,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,2007,2007,7.0,4.0,11.0,12.0,5,0,8,1
