https://en.wikipedia.org/wiki/Third_Crusade,1189,1192,"Kingdom of Jerusalem,Kingdom of England,Kingdom of France,Holy Roman Empire,Knights Templar,Kingdom of Sicily","Ayyubid Dynasty,Zengid Dynasty,Byzantine Empire",Third Crusade,"Levant,Anatolia",-1,-1,74000,87045,False,0
https://en.wikipedia.org/wiki/Richard_I_of_England#Conquest_of_Cyprus,1191,1191,Kingdom of England,Isaac Komnenos of Cyprus,Richard I of England,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Crusade_of_1197,1197,1198,Holy Roman Empire,Ayyubid Dynasty,Crusade of 1197,Levant,unknown,unknown,16001,unknown,False,0
https://en.wikipedia.org/wiki/Livonian_Crusade,1198,1290,"Livonian Order,Kingdom of Denmark,Kingdom of Sweden","Livonians,Estonians,Oeselians,Baltic people,Latgallians,Selonians,Curonians,Semigallians",Livonian Crusade,"Estonia,Latvia",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/War_of_the_Antiochene_Succession,1201,1219,"Bohemond IV of Antioch,Knights Templar,Ayyubid,Emirate of Aleppo,Kingdom of Jerusalem,Sultanate of Rum","Kingdom of Cilicia,Knights Hospitaller",War of the Antiochene Succession,"Syria,Cilicia",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Fourth_Crusade,1202,1204,"Holy Roman Empire,Republic of Venice,Monferrat",Byzantine Empire,Fourth Crusade,"Balkans,Anatolia",-1,-1,23514,15020,False,0
https://en.wikipedia.org/wiki/Anglo-Norman_War_(1202%E2%80%9304),1202,1204,"Kingdom of France,Duchy of Brittany,House of Lusignan",Kingdom of England,Anglo-Norman War (1202–04),"Normandy,France",unknown,unknown,unknown,unknown,False,0
https://en.wikipedia.org/wiki/Anglo-French_War_of_1202%E2%80%931214,1202,1214,Kingdom of France,England,Anglo-French War of 1202–1214,"France,Flanders,Normandy",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Loon_War,1203,1206,"Holland,England,House of Welf","Loon,France,Staufen,Flanders,Limburg,Brabant,Utrecht,Liège",Loon War,"Holland,Zeeland",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Bulgarian%E2%80%93Latin_wars,1204,1261,Bulgarian Empire,Latin Empire,Bulgarian–Latin wars,"Balkan,Anatolian",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Mongol_invasions_and_conquests,1206,1337,Mongol Empire,"Western Xia,Jin dynasty,Manchuria,Dali Kingdom,Khwarizmian Empire,Song Dynasty,Volga Bulgaria,Byzantine Empire,Kingdom of Poland,Kingdom of Hungary,Kingdom of Croatia,Kingdom of Serbia,Bulgarian Empire,Sultanate of Rûm,Empire of Trebizond,Crusader states,Đại Việt,Sukhothai Kingdom,Mamluk Sultanate,Abbasid Caliphate,Goryeo,Japan,Pagan Kingdom,Chăm Pa,Singhasari",Mongol invasions and conquests,Eurasia,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Berthold_II_von_Katzenelnbogen#Defence_of_the_Kingdom_of_Thessalonica,1208,1209,"Latin Empire,Kingdom of Thessalonica",,Berthold II von Katzenelnbogen,,-1,-1,-1,-1,False,0
