https://en.wikipedia.org/wiki/Siege_of_Edessa_(544),544,544,"['Sasanian Empire', 'Lakhmids']",['Byzantine Empire'],Siege of Edessa (544),['Edessa'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Marta,547,547,none,none,John Troglita,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_the_Fields_of_Cato,548,548,none,none,John Troglita,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Petra_(550-551),550-551,550-551,"['Byzantine Empire', 'Sabirs']",['Sasanian Empire'],Siege of Petra (550–551),"['Petra, Lazica']",unknown,unknown,6000,2600,False,1
https://en.wikipedia.org/wiki/Battle_of_Sena_Gallica_(551),551,551,['Byzantine Empire'],['Ostrogothic Kingdom'],Battle of Sena Gallica (551),"['Senigallia', 'Italy']",unknown,36,50,47,False,1
https://en.wikipedia.org/wiki/Battle_of_Taginae,552,552,"['Byzantine Empire', 'Foederati', 'Lombards', 'Heruli', 'Gepids']",['Ostrogothic Kingdom'],Battle of Taginae,"['Taginae', 'Etruria', '[3]', 'Gualdo Tadino', 'Umbria']",unknown,6006,28408,15005,False,1
https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(502),552,552,['Sassanid Empire'],['Byzantine Empire'],Siege of Martyropolis (502),['Martyropolis'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Mons_Lactarius,553,553,['Byzantine Empire'],['Ostrogothic Kingdom'],Battle of Mons Lactarius,"['Monti Lattari', 'Campania', 'Italy']",-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(502),553,553,['Sassanid Empire'],['Byzantine Empire'],Siege of Martyropolis (502),['Martyropolis'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_the_Volturnus_(554),554,554,"['Byzantine Empire', 'Heruli']","['Franks', 'Alemanni']",Battle of the Volturnus,"['Volturno', 'Italy']",unknown,unknown,18001,50002,False,1
https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(502),554,554,['Sassanid Empire'],['Byzantine Empire'],Siege of Martyropolis (502),['Martyropolis'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Amida_(502-503),554,554,['Sasanian Empire'],['Byzantine Empire'],Siege of Amida (502–503),['Amida'],unknown,80001,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Phasis,555–556,555–556,['Sasanian Empire'],['Byzantine Empire'],Siege of Phasis,['Phasis'],unknown,unknown,60000,20000,False,1
https://en.wikipedia.org/wiki/Battle_of_Melantias,559,559,['Byzantine Empire'],['Kutrigurs'],Battle of Melantias,"['Melantias', 'Constantinople']",unknown,400,300,2000,False,1
https://en.wikipedia.org/wiki/Battle_of_Gol-Zarriun,560,560,"['Sasanian Empire', 'First Turkic Khaganate']",['Hephthalite Empire'],Battle of Gol-Zarriun,"['Bukhara', 'Sogdia', 'Uzbekistan']",-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(502),560,560,['Sassanid Empire'],['Byzantine Empire'],Siege of Martyropolis (502),['Martyropolis'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(502),570,570,['Sassanid Empire'],['Byzantine Empire'],Siege of Martyropolis (502),['Martyropolis'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Amida_(502-503),570,570,['Sasanian Empire'],['Byzantine Empire'],Siege of Amida (502–503),['Amida'],unknown,80001,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Arfderydd,573,573,"['Alt Clud', 'Ebrauc']",non-state,Battle of Arfderydd,[],unknown,unknown,unknown,unknown,False,1
https://en.wikipedia.org/wiki/Battle_of_Deorham,577,577,['West Saxons'],"['Britons', 'Bath', 'Gloucester', 'Cirencester']",Battle of Deorham,"['Dyrham', 'South Gloucestershire']",-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Solachon,586,586,['Byzantine Empire'],['Sassanid Empire'],Battle of Solachon,"['Dara, Mesopotamia']",-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Shigisan,587,587,none,none,Soga–Mononobe conflict,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Martyropolis_(588),588,588,['Sassanid Empire'],['Byzantine Empire'],Battle of Martyropolis (588),"['Martyropolis', 'Silvan', 'Turkey']",3000,unknown,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Alclud_Ford,590,590,['Rheged'],['Bernicia'],Battle of Alclud Ford,[],-1,-1,unknown,unknown,False,1
https://en.wikipedia.org/wiki/Battle_of_Blarathon,591,591,"['Khosrau II', 'Byzantine Empire']",['Bahram Chobin'],Battle of the Blarathon,['Ganzak'],unknown,unknown,60000,1,False,1
https://en.wikipedia.org/wiki/Battle_of_Linyuguan,598,598,"['Goguryeo', 'Mohe']",['Sui Dynasty'],Battle of Linyuguan,"['Shanhaiguan', 'Liaoxi']",unknown,unknown,10000,unknown,False,1
https://en.wikipedia.org/wiki/Battles_of_Viminacium,599,599,['Byzantine Empire'],['Avars'],Battles of Viminacium,"['Viminacium', 'Byzantine Empire', 'Kostolac', 'Serbia']",300,28000,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Co_Loa,603,603,['Sui'],['Kingdom of Vạn Xuân'],Sui–Former Lý War,[],-1,-1,270000,unknown,False,1
https://en.wikipedia.org/wiki/Battle_of_Degsastan,603,603,['Bernicians'],['Dál Riatans'],Battle of Degsastan,"['Liddesdale', 'Scotland']",-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Dhi_Qar,609,609,['Sassanid Persia'],"['Banu Bakr', 'Banu Ijl', 'Banu Yashkur', 'Banu Dhuhl']",Battle of Dhi Qar,"['Sasanian Empire', 'Dhi Qar', 'Southern Iraq']",unknown,unknown,5002,unknown,False,1
https://en.wikipedia.org/wiki/Siege_of_Yodong_Fortress_(612),612,612,['Goguryeo'],['Sui Dynasty'],Goguryeo–Sui War,"['Manchuria', 'Korean Peninsula', 'Yellow Sea']",unknown,302342,345000,3133826,False,1
https://en.wikipedia.org/wiki/Battle_of_Degsastan,612,612,['Bernicians'],['Dál Riatans'],Battle of Degsastan,"['Liddesdale', 'Scotland']",-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Antioch_(613),613,613,['Byzantine Empire'],['Sasanian Empire'],Battle of Antioch (613),"['Antioch', 'Byzantine Empire', 'Turkey', '[1]', 'circular reference']",unknown,unknown,68,40,False,1
https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(614),614,614,['Byzantine Empire'],"['Sasanian Empire', 'Jewish']",Sasanian conquest of Jerusalem,"['Jerusalem', 'Palaestina Prima', 'Diocese of the East', 'Byzantine Empire']",71032,unknown,unknown,46001,False,1
https://en.wikipedia.org/wiki/Siege_of_Thessalonica_(615),615,615,none,none,Chatzon,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Chester,616,616,['Northumbria'],"['Powys', 'Rhôs', 'Gwynedd', 'cantref', 'Mercia']",Battle of Chester,['Chester'],unknown,unknown,-1,-1,False,1
